351/0090,BPRD HELL ON EARTH HC 02,Our Price,„1¤723.19,Reduced from,„1¤731.99,DARK HORSE
351/0091,BPRD HELL ON EARTH TP 04 DEVIL ENGINE & LONG DEATH,,„1¤714.50,,,DARK HORSE
351/0092,BPRD HELL ON EARTH TP 05 PICKENS COUNTY HORROR,,„1¤714.50,,,DARK HORSE
351/0093,BPRD HELL ON EARTH TP 06 RETURN OF MASTER,,„1¤714.50,,,DARK HORSE
351/0094,BPRD HELL ON EARTH TP 09 REIGN OF BLACK FLAME,,„1¤714.50,,,DARK HORSE
351/0095,BPRD HELL ON EARTH TP 10 DEVILS WINGS,,„1¤714.50,,,DARK HORSE
351/0096,BPRD HELL ON EARTH TP 13 END OF DAYS,,„1¤714.50,,,DARK HORSE
351/0097,BPRD HELL ON EARTH TP 14 THE EXORCIST,,„1¤714.50,,,DARK HORSE
351/0098,BPRD HELL ON EARTH TP 15 COMETH THE HOUR,,„1¤714.50,,,DARK HORSE
351/0099,BPRD DEVIL YOU KNOW TP 01,Our Price,„1¤713.04,Reduced from,„1¤717.99,DARK HORSE
351/0100,KOSHCHEI THE DEATHLESS #2 (OF 6),,„1¤72.95,,,DARK HORSE
351/0101,RASPUTIN VOICE OF DRAGON #4 (OF 5),,„1¤72.95,,,DARK HORSE
351/0102,RASPUTIN VOICE OF DRAGON #4 (OF 5) DEL RAY VAR,,„1¤72.95,,,DARK HORSE
351/0103,JENNY FINN #4 (OF 4),,„1¤72.95,,,DARK HORSE
351/0104,VINEGAR TEETH #2 (OF 4),,„1¤72.95,,,DARK HORSE
351/0106,BLACK SINISTER HC,,„1¤77.40,,,DARK HORSE
351/0107,EC ARCHIVES EXTRA HC,Our Price,„1¤732.62,Reduced from,„1¤744.99,DARK HORSE
351/0108,EC ARCHIVES CRIME SUSPENSTORIES HC 02,,„1¤733.75,,,DARK HORSE
351/0109,EC ARCHIVES CRIME SUSPENSTORIES HC 03,,„1¤733.75,,,DARK HORSE
351/0110,EC ARCHIVES HAUNT OF FEAR HC 01,,„1¤733.75,,,DARK HORSE
351/0111,EC ARCHIVES HAUNT OF FEAR HC 03,,„1¤733.75,,,DARK HORSE
351/0112,EC ARCHIVES HAUNT OF FEAR HC 04,,„1¤733.75,,,DARK HORSE
351/0113,EC ARCHIVES VALOR HC,,„1¤733.75,,,DARK HORSE
351/0114,EC ARCHIVES TWO FISTED TALES HC 01,,„1¤733.75,,,DARK HORSE
351/0115,EC ARCHIVES PANIC HC 01,,„1¤733.75,,,DARK HORSE
351/0116,TOMB RAIDER SURVIVORS CRUSADE #4 (OF 4),,„1¤72.95,,,DARK HORSE
351/0117,TOMB RAIDER ARCHIVES HC 02,,„1¤727.00,,,DARK HORSE
351/0118,TOMB RAIDER ARCHIVES HC 03,,„1¤727.00,,,DARK HORSE
351/0119,TOMB RAIDER TP 01 SEASON OF WITCH,,„1¤714.50,,,DARK HORSE
351/0120,TOMB RAIDER TP 02 SECRETS AND LIES,,„1¤714.50,,,DARK HORSE
351/0121,TOMB RAIDER TP 03 QUEEN OF SERPENTS,,„1¤714.50,,,DARK HORSE
351/0122,ELFQUEST FINAL QUEST #24,,„1¤72.95,,,DARK HORSE
351/0123,ELFQUEST FINAL QUEST TP 01,,„1¤712.99,,,DARK HORSE
351/0124,ELFQUEST FINAL QUEST TP 02,,„1¤712.99,,,DARK HORSE
351/0125,ELFQUEST FINAL QUEST TP 03,,„1¤712.99,,,DARK HORSE
351/0126,COMPLETE ELFQUEST TP 01 ORIGINAL QUEST,,„1¤718.25,,,DARK HORSE
351/0127,COMPLETE ELFQUEST TP 03,,„1¤718.25,,,DARK HORSE
351/0128,COMPLETE ELFQUEST TP 04,,„1¤718.25,,,DARK HORSE
351/0129,ALIENS PREDATOR PROMETHEUS FIRE AND STONE TP,Our Price,„1¤716.67,Reduced from,„1¤722.99,DARK HORSE
351/0130,ALIENS OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0131,ALIENS OMNIBUS TP 02,,„1¤718.25,,,DARK HORSE
351/0132,ALIENS OMNIBUS TP 03,,„1¤718.25,,,DARK HORSE
351/0133,ALIENS 30TH ANNIVERSARY ORIGINAL COMICS SERIES HC 01,,„1¤727.00,,,DARK HORSE
351/0134,ALIENS ORIGINAL COMICS SERIES HC 02,,„1¤727.00,,,DARK HORSE
351/0135,PREDATOR ORIGINAL COMICS SERIES 1989-1996 HC,,„1¤733.75,,,DARK HORSE
351/0136,REEFER MADNESS TP,Our Price,„1¤713.04,Reduced from,„1¤717.99,DARK HORSE
351/0137,ALIEN LEGION OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0138,ALIEN LEGION OMNIBUS TP 02,,„1¤718.25,,,DARK HORSE
351/0139,ALIENS OMNIBUS TP 05,,„1¤718.25,,,DARK HORSE
351/0140,ANGEL OMNIBUS (DH ED) TP 01,,„1¤718.25,,,DARK HORSE
351/0141,AVATAR LAST AIRBENDER RIFT LIBRARY ED HC,,„1¤727.00,,,DARK HORSE
351/0142,AVATAR LAST AIRBENDER SEARCH LIBRARY ED HC,,„1¤727.00,,,DARK HORSE
351/0143,AVATAR LAST AIRBENDER SMOKE AND SHADOW LIBRARY ED HC (0,,„1¤727.00,,,DARK HORSE
351/0144,BARB WIRE OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0145,BILLY THE KIDS OLD TIMEY ODDITIES OMNIBUS TP,,„1¤718.25,,,DARK HORSE
351/0149,BTVS SEASON 8 LIBRARY HC 01 LONG WAY HOME,,„1¤720.75,,,DARK HORSE
351/0150,BTVS SEASON 8 LIBRARY HC 02 WOLVES AT GATE,,„1¤720.75,,,DARK HORSE
351/0151,BTVS SEASON 9 LIBRARY HC 01,,„1¤720.75,,,DARK HORSE
351/0152,BTVS SEASON 9 LIBRARY HC 03,,„1¤720.75,,,DARK HORSE
351/0153,BUFFY THE VAMPIRE SLAYER OMNIBUS TP 04,,„1¤718.25,,,DARK HORSE
351/0154,BUFFY THE VAMPIRE SLAYER OMNIBUS TP 05,,„1¤718.25,,,DARK HORSE
351/0155,BUFFY THE VAMPIRE SLAYER OMNIBUS TP 06,,„1¤718.25,,,DARK HORSE
351/0156,BUFFY THE VAMPIRE SLAYER OMNIBUS TP 07,,„1¤718.25,,,DARK HORSE
351/0157,BURROUGHS TARZAN SUNDAY COMICS 1931-1933 HC 01,,„1¤782.50,,,DARK HORSE
351/0158,BURROUGHS TARZAN SUNDAY COMICS 1933-1935 HC 02,,„1¤782.50,,,DARK HORSE
351/0159,CONAN NEWSPAPER STRIPS HC 01,,„1¤723.99,,,DARK HORSE
351/0160,CONAN OMNIBUS TP 01 BIRTH OF LEGEND,,„1¤718.25,,,DARK HORSE
351/0161,CONAN OMNIBUS TP 02 CITY OF THIEVES,,„1¤718.25,,,DARK HORSE
351/0162,CONAN OMNIBUS TP 03 ANCIENT GODS AND SORCERERS,,„1¤718.25,,,DARK HORSE
351/0163,CRIMINAL MACABRE OMNIBUS TP 02,,„1¤718.25,,,DARK HORSE
351/0164,CRIMINAL MACABRE OMNIBUS TP 03,,„1¤718.25,,,DARK HORSE
351/0165,DARK HORSE HEROES OMNIBUS TP,,„1¤718.25,,,DARK HORSE
351/0166,DRAGON AGE LIBRARY ED HC 01,,„1¤727.00,,,DARK HORSE
351/0167,ESSENTIAL KURTZMAN HC 01 JUNGLE BOOK,,„1¤718.25,,,DARK HORSE
351/0168,ESSENTIAL KURTZMAN HC 02 TRUMP COMPLETE,,„1¤720.75,,,DARK HORSE
351/0169,FLCL OMNIBUS GN,,„1¤714.50,,,DARK HORSE
351/0170,FRANK MILLERS SIN CITY HARD GOODBYE CURATORS COLL HC,,„1¤7116.25,,,DARK HORSE
351/0171,GASOLINE ALLEY HC 01 COMPLETE SUNDAYS 1920-1922,,„1¤751.00,,,DARK HORSE
351/0172,GASOLINE ALLEY HC 02 COMPLETE SUNDAYS 1923-1925,,„1¤751.00,,,DARK HORSE
351/0173,GHOST OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0174,GHOST OMNIBUS TP 02,,„1¤718.25,,,DARK HORSE
351/0175,GHOST OMNIBUS TP 03,,„1¤718.25,,,DARK HORSE
351/0176,GHOST OMNIBUS TP 04,,„1¤718.25,,,DARK HORSE
351/0177,GHOST OMNIBUS TP 05,,„1¤718.25,,,DARK HORSE
351/0178,GOON LIBRARY HC 01,,„1¤727.00,,,DARK HORSE
351/0179,GOON LIBRARY HC 02,,„1¤727.00,,,DARK HORSE
351/0180,GOON LIBRARY HC 03,,„1¤727.00,,,DARK HORSE
351/0181,GOON LIBRARY HC 04,,„1¤727.00,,,DARK HORSE
351/0182,GOON LIBRARY HC 05,,„1¤733.75,,,DARK HORSE
351/0183,GRENDEL OMNIBUS TP 01 HUNTER ROSE,,„1¤718.25,,,DARK HORSE
351/0184,GRENDEL OMNIBUS TP 02 LEGACY,,„1¤718.25,,,DARK HORSE
351/0185,GRENDEL OMNIBUS TP 03 ORIONS REIGN,,„1¤718.25,,,DARK HORSE
351/0186,GRENDEL OMNIBUS TP 04 PRIME,,„1¤718.25,,,DARK HORSE
351/0187,I AM A HERO OMNIBUS TP 01,,„1¤714.50,,,DARK HORSE
351/0188,I AM A HERO OMNIBUS TP 02,,„1¤714.50,,,DARK HORSE
351/0189,I AM A HERO OMNIBUS TP 03,,„1¤714.50,,,DARK HORSE
351/0190,I AM A HERO OMNIBUS TP 04,,„1¤714.50,,,DARK HORSE
351/0191,KUROSAGI CORPSE DELIVERY SERVICE OMNIBUS ED TP 01,,„1¤714.50,,,DARK HORSE
351/0192,KUROSAGI CORPSE DELIVERY SERVICE OMNIBUS ED TP 02,,„1¤714.50,,,DARK HORSE
351/0193,KUROSAGI CORPSE DELIVERY SERVICE OMNIBUS ED TP 03,,„1¤714.50,,,DARK HORSE
351/0194,KUROSAGI CORPSE DELIVERY SERVICE OMNIBUS ED TP 04,,„1¤714.50,,,DARK HORSE
351/0195,MASS EFFECT OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0196,MASSIVE LIBRARY ED HC 01,,„1¤727.00,,,DARK HORSE
351/0197,MASSIVE LIBRARY ED HC 02,,„1¤727.00,,,DARK HORSE
351/0198,MATT WAGNER GRENDEL TALES OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0199,MEGATOKYO OMNIBUS TP 01,,„1¤714.50,,,DARK HORSE
351/0200,MEGATOKYO OMNIBUS TP 02,,„1¤714.50,,,DARK HORSE
351/0201,NEXUS OMNIBUS TP 01,,„1¤718.25,,,DARK HORSE
351/0202,NEXUS OMNIBUS TP 02,,„1¤718.25,,,DARK HORSE
351/0203,NEXUS OMNIBUS TP 03,,„1¤718.25,,,DARK HORSE
351/0204,NEXUS OMNIBUS TP 04,,„1¤718.25,,,DARK HORSE
351/0205,NEXUS OMNIBUS TP 05,,„1¤718.25,,,DARK HORSE
351/0206,NEXUS OMNIBUS TP 06,,„1¤718.25,,,DARK HORSE
351/0207,NEXUS OMNIBUS TP 07,,„1¤718.25,,,DARK HORSE
351/0215,SAMURAI EXECUTIONER OMNIBUS TP 02 (MR),,„1¤714.50,,,DARK HORSE
351/0216,SAMURAI EXECUTIONER OMNIBUS TP 03 (MR),,„1¤714.50,,,DARK HORSE
351/0217,SAMURAI EXECUTIONER OMNIBUS TP 04 (MR),,„1¤714.50,,,DARK HORSE
351/0218,TRIGUN MAXIMUM OMNIBUS TP 01,,„1¤714.50,,,DARK HORSE
351/0219,LEGEND ZELDA STATUE SKYWARD SWORD LINK,,„1¤744.29,,,DARK HORSE
351/0220,LEGEND ZELDA FIGURE BREATH OF WILD LINK,,„1¤763.00,,,DARK HORSE
351/0221,SIDEWAYS #1,,„1¤72.20,,,DC COMICS
351/0222,TERRIFICS #1,,„1¤72.20,,,DC COMICS
351/0223,DAMAGE #2,,„1¤72.20,,,DC COMICS
351/0224,SILENCER #2,,„1¤72.20,,,DC COMICS
351/0225,JLA DOOM PATROL SPECIAL #1,,„1¤73.70,,,DC COMICS
351/0226,MOTHER PANIC BATMAN SPECIAL #1,,„1¤73.70,,,DC COMICS
351/0227,SHADE THE CHANGING GIRL WONDER WOMAN SPECIAL #1,,„1¤73.70,,,DC COMICS
351/0228,CAVE CARSON SWAMP THING SPECIAL #1,,„1¤73.70,,,DC COMICS
351/0229,DOOM PATROL JLA SPECIAL #1,,„1¤73.70,,,DC COMICS
351/0230,DARK NIGHTS METAL #6 (OF 6) (NOTE PRICE),,„1¤73.70,,,DC COMICS
351/0231,DARK NIGHTS METAL #6 (OF 6) DANIEL VAR ED (NOTE PRICE),,„1¤73.70,,,DC COMICS
351/0232,DARK NIGHTS METAL #6 (OF 6) KUBERT VAR ED (NOTE PRICE),,„1¤73.70,,,DC COMICS
351/0233,DARK NIGHTS METAL #6 (OF 6) LEE VAR ED (NOTE PRICE),,„1¤73.70,,,DC COMICS
351/0234,DOOMSDAY CLOCK #4 (OF 12),,„1¤73.70,,,DC COMICS
351/0235,DOOMSDAY CLOCK #4 (OF 12) VAR ED,,„1¤73.70,,,DC COMICS
351/0236,BATMAN SINS OF THE FATHER #1 (OF 6),,„1¤72.20,,,DC COMICS
351/0237,BATMAN SINS OF THE FATHER #1 (OF 6) VAR ED,,„1¤72.20,,,DC COMICS
351/0238,BRAVE & THE BOLD BATMAN & WONDER WOMAN #1 (OF 6),,„1¤72.95,,,DC COMICS
351/0239,GREEN LANTERN EARTH ONE HC 01,,„1¤718.25,,,DC COMICS
351/0240,YOUNG MONSTERS IN LOVE #1,,„1¤77.35,,,DC COMICS
351/0241,ACTION COMICS #1000 80 YEARS OF SUPERMAN HC,,„1¤720.75,,,DC COMICS
351/0242,ACTION COMICS #997,,„1¤72.20,,,DC COMICS
351/0243,ACTION COMICS #997 VAR ED,,„1¤72.20,,,DC COMICS
351/0244,ACTION COMICS #998,,„1¤72.20,,,DC COMICS
351/0245,ACTION COMICS #998 VAR ED,,„1¤72.20,,,DC COMICS
351/0246,AQUAMAN #33,,„1¤72.95,,,DC COMICS
351/0247,AQUAMAN #33 VAR ED,,„1¤72.95,,,DC COMICS
351/0248,MERA QUEEN OF ATLANTIS #1 (OF 6),,„1¤72.95,,,DC COMICS
351/0249,MERA QUEEN OF ATLANTIS #1 (OF 6) VAR ED,,„1¤72.95,,,DC COMICS
351/0250,BATGIRL #20,,„1¤72.95,,,DC COMICS
351/0251,BATGIRL #20 VAR ED,,„1¤72.95,,,DC COMICS
351/0252,BATGIRL AND THE BIRDS OF PREY #19,,„1¤72.95,,,DC COMICS
351/0253,BATGIRL AND THE BIRDS OF PREY #19 VAR ED,,„1¤72.95,,,DC COMICS
351/0254,BATMAN #40,,„1¤72.20,,,DC COMICS
351/0255,BATMAN #40 VAR ED,,„1¤72.20,,,DC COMICS
351/0256,BATMAN #41,,„1¤72.20,,,DC COMICS
351/0257,BATMAN #41 VAR ED,,„1¤72.20,,,DC COMICS
351/0258,BATMAN TEENAGE MUTANT NINJA TURTLES II #4 (OF 6),,„1¤72.95,,,DC COMICS
351/0259,BATMAN TEENAGE MUTANT NINJA TURTLES II #4 (OF 6) VAR ED,,„1¤72.95,,,DC COMICS
351/0260,BATMAN CREATURE OF THE NIGHT #3 (OF 4),,„1¤74.40,,,DC COMICS
351/0261,BATMAN WHITE KNIGHT #5 (OF 8),,„1¤72.95,,,DC COMICS
351/0262,BATMAN WHITE KNIGHT #5 (OF 8) VAR ED,,„1¤72.95,,,DC COMICS
351/0263,BANE CONQUEST #9 (OF 12),,„1¤72.95,,,DC COMICS
351/0264,BATMAN AND THE SIGNAL #2 (OF 3),,„1¤72.95,,,DC COMICS
351/0265,BATMAN BEYOND #17,,„1¤72.95,,,DC COMICS
351/0266,BATMAN BEYOND #17 VAR ED,,„1¤72.95,,,DC COMICS
351/0267,BATWOMAN #12,,„1¤72.95,,,DC COMICS
351/0268,BATWOMAN #12 VAR ED,,„1¤72.95,,,DC COMICS
351/0269,BLACK LIGHTNING COLD DEAD HANDS #4 (OF 6),,„1¤72.95,,,DC COMICS
351/0270,BLUE BEETLE #18,,„1¤72.95,,,DC COMICS
351/0271,BLUE BEETLE #18 VAR ED,,„1¤72.95,,,DC COMICS
351/0272,BOMBSHELLS UNITED #11,,„1¤72.20,,,DC COMICS
351/0273,BOMBSHELLS UNITED #12,,„1¤72.20,,,DC COMICS
351/0274,DEADMAN #4 (OF 6),,„1¤72.95,,,DC COMICS
351/0275,DETECTIVE COMICS #974,,„1¤72.20,,,DC COMICS
351/0276,DETECTIVE COMICS #974 VAR ED,,„1¤72.20,,,DC COMICS
351/0277,DETECTIVE COMICS #975 (NOTE PRICE),,„1¤72.95,,,DC COMICS
351/0278,DETECTIVE COMICS #975 VAR ED (NOTE PRICE),,„1¤72.95,,,DC COMICS
351/0279,FLASH #40,,„1¤72.20,,,DC COMICS
351/0280,FLASH #40 VAR ED,,„1¤72.20,,,DC COMICS
351/0281,FLASH #41,,„1¤72.20,,,DC COMICS
351/0282,FLASH #41 VAR ED,,„1¤72.20,,,DC COMICS
351/0283,DEATHSTROKE #28,,„1¤72.95,,,DC COMICS
351/0284,DEATHSTROKE #28 VAR ED,,„1¤72.95,,,DC COMICS
351/0285,DEMON HELL IS EARTH #4 (OF 6),,„1¤72.20,,,DC COMICS
351/0286,GOTHAM CITY GARAGE #9,,„1¤72.20,,,DC COMICS
351/0287,GOTHAM CITY GARAGE #10,,„1¤72.20,,,DC COMICS
351/0288,GREEN ARROW #37,,„1¤72.95,,,DC COMICS
351/0289,GREEN ARROW #37 VAR ED,,„1¤72.95,,,DC COMICS
351/0290,GREEN LANTERNS #40,,„1¤72.20,,,DC COMICS
351/0291,GREEN LANTERNS #40 VAR ED,,„1¤72.20,,,DC COMICS
351/0292,GREEN LANTERNS #41,,„1¤72.20,,,DC COMICS
351/0293,GREEN LANTERNS #41 VAR ED,,„1¤72.20,,,DC COMICS
351/0294,HAL JORDAN AND THE GREEN LANTERN CORPS #38,,„1¤72.20,,,DC COMICS
351/0295,HAL JORDAN AND THE GREEN LANTERN CORPS #38 VAR ED,,„1¤72.20,,,DC COMICS
351/0296,HAL JORDAN AND THE GREEN LANTERN CORPS #39,,„1¤72.20,,,DC COMICS
351/0297,HAL JORDAN AND THE GREEN LANTERN CORPS #39 VAR ED,,„1¤72.20,,,DC COMICS
351/0298,HARLEY QUINN #37,,„1¤72.20,,,DC COMICS
351/0299,HARLEY QUINN #37 VAR ED,,„1¤72.20,,,DC COMICS
351/0300,HARLEY QUINN #38,,„1¤72.20,,,DC COMICS
351/0301,HARLEY QUINN #38 VAR ED,,„1¤72.20,,,DC COMICS
351/0302,HARLEY & IVY MEET BETTY & VERONICA #5 (OF 6),,„1¤72.95,,,DC COMICS
351/0303,HARLEY & IVY MEET BETTY & VERONICA #5 (OF 6) VAR ED,,„1¤72.95,,,DC COMICS
351/0304,HELLBLAZER #19,,„1¤72.95,,,DC COMICS
351/0305,HELLBLAZER #19 VAR ED,,„1¤72.95,,,DC COMICS
351/0306,INJUSTICE 2 #19,,„1¤72.20,,,DC COMICS
351/0307,INJUSTICE 2 #20,,„1¤72.20,,,DC COMICS
351/0308,JUSTICE LEAGUE #38,,„1¤72.20,,,DC COMICS
351/0309,JUSTICE LEAGUE #38 VAR ED,,„1¤72.20,,,DC COMICS
351/0310,JUSTICE LEAGUE #39,,„1¤72.20,,,DC COMICS
351/0311,JUSTICE LEAGUE #39 VAR ED,,„1¤72.20,,,DC COMICS
351/0312,JUSTICE LEAGUE OF AMERICA #24,,„1¤72.20,,,DC COMICS
351/0313,JUSTICE LEAGUE OF AMERICA #24 VAR ED,,„1¤72.20,,,DC COMICS
351/0314,JUSTICE LEAGUE OF AMERICA #25 (NOTE PRICE),,„1¤72.95,,,DC COMICS
351/0315,JUSTICE LEAGUE OF AMERICA #25 VAR ED (NOTE PRICE),,„1¤72.95,,,DC COMICS
351/0316,MISTER MIRACLE DIRECTORS CUT #1 (MR),,„1¤74.40,,,DC COMICS
351/0317,NEW SUPER MAN & THE JUSTICE LEAGUE OF CHINA #20,,„1¤72.95,,,DC COMICS
351/0318,NEW SUPER MAN & THE JUSTICE LEAGUE OF CHINA #20 VAR ED,,„1¤72.95,,,DC COMICS
351/0319,NIGHTWING #38,,„1¤72.20,,,DC COMICS
351/0320,NIGHTWING #38 VAR ED,,„1¤72.20,,,DC COMICS
351/0321,NIGHTWING #39,,„1¤72.20,,,DC COMICS
351/0322,NIGHTWING #39 VAR ED,,„1¤72.20,,,DC COMICS
351/0323,RAGMAN #5 (OF 6),,„1¤72.20,,,DC COMICS
351/0324,RED HOOD AND THE OUTLAWS #19,,„1¤72.95,,,DC COMICS
351/0325,RED HOOD AND THE OUTLAWS #19 VAR ED,,„1¤72.95,,,DC COMICS
351/0326,RAVEN DAUGHTER OF DARKNESS #2 (OF 12),,„1¤72.95,,,DC COMICS
351/0327,TRINITY #18,,„1¤72.95,,,DC COMICS
351/0328,TRINITY #18 VAR ED,,„1¤72.95,,,DC COMICS
351/0329,SUPER SONS #13,,„1¤72.95,,,DC COMICS
351/0330,SUPER SONS #13 VAR ED,,„1¤72.95,,,DC COMICS
351/0331,SUICIDE SQUAD #35,,„1¤72.20,,,DC COMICS
351/0332,SUICIDE SQUAD #35 VAR ED,,„1¤72.20,,,DC COMICS
351/0333,SUICIDE SQUAD #36,,„1¤72.20,,,DC COMICS
351/0334,SUICIDE SQUAD #36 VAR ED,,„1¤72.20,,,DC COMICS
351/0335,SUPERMAN #40,,„1¤72.20,,,DC COMICS
351/0336,SUPERMAN #40 VAR ED,,„1¤72.20,,,DC COMICS
351/0337,SUPERMAN #41,,„1¤72.20,,,DC COMICS
351/0338,SUPERMAN #41 VAR ED,,„1¤72.20,,,DC COMICS
351/0339,SUPERGIRL #18,,„1¤72.95,,,DC COMICS
351/0340,SUPERGIRL #18 VAR ED,,„1¤72.95,,,DC COMICS
351/0341,TEEN TITANS #17,,„1¤72.95,,,DC COMICS
351/0342,TEEN TITANS #17 VAR ED,,„1¤72.95,,,DC COMICS
351/0343,TITANS #20,,„1¤72.95,,,DC COMICS
351/0344,TITANS #20 VAR ED,,„1¤72.95,,,DC COMICS
351/0345,WONDER WOMAN #40,,„1¤72.20,,,DC COMICS
351/0346,WONDER WOMAN #40 VAR ED,,„1¤72.20,,,DC COMICS
351/0347,WONDER WOMAN #41,,„1¤72.20,,,DC COMICS
351/0348,WONDER WOMAN #41 VAR ED,,„1¤72.20,,,DC COMICS
351/0349,WONDER WOMAN CONAN #6 (OF 6),,„1¤72.95,,,DC COMICS
351/0350,WONDER WOMAN CONAN #6 (OF 6) REIS VAR ED,,„1¤72.95,,,DC COMICS
